date,year,month,day,portid,portname,n_container,n_dry_bulk,n_general_cargo,n_roro,n_tanker,n_cargo,n_total,capacity_container,capacity_dry_bulk,capacity_general_cargo,capacity_roro,capacity_tanker,capacity_cargo,capacity,ObjectId
2020/09/03 00:00:00+00,2020,9,3,chokepoint9,Dover Strait,36,20,45,11,55,112,167,1045934.87336085,793024.101574243,126386.755682894,25843.1842942911,1080167.78135776,1991188.91491228,3071356.69627004,20596
2020/09/04 00:00:00+00,2020,9,4,chokepoint9,Dover Strait,33,17,43,16,57,109,166,969584.019137199,608340.371995868,87340.9655250354,24523.6061069084,1159680.60661613,1689788.96276501,2849469.56938114,20597
2020/09/05 00:00:00+00,2020,9,5,chokepoint9,Dover Strait,40,24,47,13,57,124,181,951331.36491393,1160991.55862946,131655.122131538,22449.3430226885,1111653.03744477,2266427.38869762,3378080.42614239,20598
2020/09/06 00:00:00+00,2020,9,6,chokepoint9,Dover Strait,49,28,36,10,54,123,177,1215442.86262796,599454.791101094,70865.3640130257,17802.9394771181,1094644.56644947,1903565.9572192,2998210.52366867,20599
2020/09/07 00:00:00+00,2020,9,7,chokepoint9,Dover Strait,26,20,40,12,54,98,152,438926.186123486,736382.065921111,96706.1440023155,16605.2473774566,907576.567175366,1288619.64342437,2196196.21059974,20600
2020/09/08 00:00:00+00,2020,9,8,chokepoint9,Dover Strait,19,16,42,8,44,85,129,630517.356871215,699025.908319896,102172.6514036,9584.5499918674,632202.236618615,1441300.46658658,2073502.70320519,20601
2020/09/09 00:00:00+00,2020,9,9,chokepoint9,Dover Strait,44,15,31,9,44,99,143,780317.606191053,483774.168591993,70540.7502877997,14746.6767046895,580968.670178189,1349379.20177554,1930347.87195372,20602
2020/09/10 00:00:00+00,2020,9,10,chokepoint9,Dover Strait,34,18,46,10,47,108,155,1097254.3500631,859237.966980909,93389.6749036944,16300.8562847598,739132.152008653,2066182.84823247,2805315.00024112,20603
2020/09/11 00:00:00+00,2020,9,11,chokepoint9,Dover Strait,34,13,41,15,54,103,157,1156048.43798338,643554.933520924,107947.697891015,24447.4840175464,1382728.11481542,1931998.55341287,3314726.66822829,20604
2020/09/12 00:00:00+00,2020,9,12,chokepoint9,Dover Strait,38,21,58,14,55,131,186,1156152.26441505,947590.514403546,208807.571037544,43905.5891740073,842695.894975093,2356455.93903015,3199151.83400524,20605
2020/09/13 00:00:00+00,2020,9,13,chokepoint9,Dover Strait,39,15,28,9,51,91,142,913365.485586159,419754.196185149,71204.1089827457,11325.9531593926,1044307.61583543,1415649.74391345,2459957.35974887,20606
2020/09/14 00:00:00+00,2020,9,14,chokepoint9,Dover Strait,34,20,39,10,47,103,150,779409.430303686,698346.074630738,124488.451422789,19628.6441910511,632869.870872059,1621872.60054826,2254742.47142032,20607
2020/09/15 00:00:00+00,2020,9,15,chokepoint9,Dover Strait,26,19,31,12,53,88,141,725873.659823817,581962.003941752,82158.0548666604,17628.7046784774,984723.556846058,1407622.42331071,2392345.98015677,20608
2020/09/16 00:00:00+00,2020,9,16,chokepoint9,Dover Strait,36,16,40,10,37,102,139,847989.8122612,463789.961280666,112456.342847286,18327.8553889948,627782.063929545,1442563.97177815,2070346.03570769,20609
2020/09/17 00:00:00+00,2020,9,17,chokepoint9,Dover Strait,38,17,40,10,42,105,147,946734.561242521,455688.078329507,91470.9122455317,9301.76289794602,802724.954682299,1503195.31471551,2305920.2693978,20610
2020/09/18 00:00:00+00,2020,9,18,chokepoint9,Dover Strait,29,21,38,13,42,101,143,690489.687243307,700240.224050218,90018.3991092536,10685.9751269642,591076.993293565,1491434.28552974,2082511.27882331,20611
2020/09/19 00:00:00+00,2020,9,19,chokepoint9,Dover Strait,40,28,47,15,47,130,177,981951.093334843,1128400.10507009,136957.01438889,29700.2914794274,555887.586669772,2277008.50427326,2832896.09094303,20612
2020/09/20 00:00:00+00,2020,9,20,chokepoint9,Dover Strait,32,25,53,12,54,122,176,763938.171369459,1053177.41213363,168285.04120463,13817.280197186,768786.112864984,1999217.9049049,2768004.01776989,20613
2020/09/21 00:00:00+00,2020,9,21,chokepoint9,Dover Strait,38,13,45,13,59,109,168,1054110.82283941,361507.015767597,132891.917209575,15515.5242586422,974720.0117589,1564025.28007523,2538745.29183413,20614
2020/09/22 00:00:00+00,2020,9,22,chokepoint9,Dover Strait,23,18,31,15,35,87,122,642859.58572294,636922.854218037,76875.2182613554,21101.2936276881,386913.050542972,1377758.95183002,1764672.00237299,20615
2020/09/23 00:00:00+00,2020,9,23,chokepoint9,Dover Strait,37,16,37,12,50,102,152,971530.435973564,528870.936514901,65477.4602848079,35665.907014308,974797.61044382,1601544.73978758,2576342.3502314,20616
2020/09/24 00:00:00+00,2020,9,24,chokepoint9,Dover Strait,40,15,30,9,44,94,138,1031601.97279142,578180.647685043,89932.0240192907,19256.5925680705,1194954.30415965,1718971.23706383,2913925.54122347,20617
2020/09/25 00:00:00+00,2020,9,25,chokepoint9,Dover Strait,22,11,37,8,30,78,108,961408.934739546,587071.184488246,93045.5802725174,21314.4148351208,428276.323019021,1662840.11433543,2091116.43735445,20618
2020/09/26 00:00:00+00,2020,9,26,chokepoint9,Dover Strait,36,19,30,9,39,94,133,606920.103915328,638426.134170248,61113.0667319534,17073.6716024948,844478.546207728,1323532.97642002,2168011.52262775,20619
2020/09/27 00:00:00+00,2020,9,27,chokepoint9,Dover Strait,44,22,47,13,47,126,173,1225268.17217184,785630.580948296,156312.405554627,27633.7842898136,867535.032698098,2194844.94296458,3062379.97566267,20620
2020/09/28 00:00:00+00,2020,9,28,chokepoint9,Dover Strait,25,19,45,11,64,100,164,598594.363543466,678035.353448289,115486.061882375,22303.6139873815,761427.341711106,1414419.39286151,2175846.73457262,20621
2020/09/29 00:00:00+00,2020,9,29,chokepoint9,Dover Strait,25,24,40,13,44,102,146,750774.844406893,1022282.51354062,95979.8974101462,23083.4565074672,477642.718775709,1892120.71186513,2369763.43064084,20622
2020/09/30 00:00:00+00,2020,9,30,chokepoint9,Dover Strait,32,14,31,14,43,91,134,1200611.9926463,462721.794890903,70440.2641753442,19926.1820560364,1035853.9673599,1753700.23376859,2789554.20112848,20623
2020/10/01 00:00:00+00,2020,10,1,chokepoint9,Dover Strait,44,21,59,16,54,140,194,1051877.51934422,810872.877232526,149841.176258902,24198.0988701262,812836.764904241,2036789.67170578,2849626.43661002,20624
2020/10/02 00:00:00+00,2020,10,2,chokepoint9,Dover Strait,33,18,46,7,38,104,142,756319.022893417,715057.510571647,118765.038923516,14232.8525911978,516275.753278034,1604374.42497978,2120650.17825781,20625
2020/10/03 00:00:00+00,2020,10,3,chokepoint9,Dover Strait,35,12,46,12,48,105,153,805193.47474744,420779.739692354,106338.681249316,33250.2072895348,934715.987133634,1365562.10297865,2300278.09011228,20626
2020/10/04 00:00:00+00,2020,10,4,chokepoint9,Dover Strait,30,18,23,8,49,79,128,636928.337135409,768964.712652095,68913.6613312236,18315.7486986964,1232921.29353855,1493122.45981742,2726043.75335598,20627
2020/10/05 00:00:00+00,2020,10,5,chokepoint9,Dover Strait,28,13,31,10,51,82,133,1177061.3116862,653656.069705898,83606.3546907454,26801.1636180719,773039.8802537,1941124.89970091,2714164.77995461,20628
2020/10/06 00:00:00+00,2020,10,6,chokepoint9,Dover Strait,32,18,25,8,57,83,140,949670.042599592,582516.911086567,70659.9364734471,9474.84001897008,1647873.27085278,1612321.73017858,3260195.00103136,20629
2020/10/07 00:00:00+00,2020,10,7,chokepoint9,Dover Strait,31,24,38,7,46,100,146,710638.784922898,713522.890981539,124911.332476344,7029.04858018532,812576.050840441,1556102.05696097,2368678.10780141,20630
2020/10/08 00:00:00+00,2020,10,8,chokepoint9,Dover Strait,34,21,42,9,41,106,147,1038981.52076154,915201.327894356,87615.169925914,29931.3506692523,610941.142554484,2071729.36925106,2682670.51180555,20631
2020/10/09 00:00:00+00,2020,10,9,chokepoint9,Dover Strait,44,26,46,10,51,126,177,1012143.92352952,1181466.96247722,107860.676619915,22162.502309166,1015432.04951744,2323634.06493582,3339066.11445326,20632
2020/10/10 00:00:00+00,2020,10,10,chokepoint9,Dover Strait,44,27,34,16,61,121,182,1158601.16963769,1029422.22065956,93539.1111346087,42424.2505833096,1308594.4942467,2323986.75201516,3632581.24626186,20633
2020/10/11 00:00:00+00,2020,10,11,chokepoint9,Dover Strait,31,22,42,12,52,107,159,1050576.09332263,869036.763907852,109477.099082459,20833.1795448043,1297794.30963157,2049923.13585775,3347717.44548932,20634
2020/10/12 00:00:00+00,2020,10,12,chokepoint9,Dover Strait,28,23,43,14,60,108,168,535215.314759481,1027202.10988281,219316.640095718,29963.0987929503,854171.823932336,1811697.16353096,2665868.98746329,20635
2020/10/13 00:00:00+00,2020,10,13,chokepoint9,Dover Strait,29,15,31,14,45,89,134,777067.814540244,389545.945945992,88303.6166164714,34038.2292433148,884992.667146376,1288955.60634602,2173948.2734924,20636
2020/10/14 00:00:00+00,2020,10,14,chokepoint9,Dover Strait,31,11,27,14,52,83,135,953896.279869274,451560.24824239,67793.0235733323,28634.9641115326,1168307.58049637,1501884.51579653,2670192.0962929,20637
2020/10/15 00:00:00+00,2020,10,15,chokepoint9,Dover Strait,32,23,41,14,59,110,169,915601.614766945,754328.700464287,89759.3615815042,26192.6525672989,1171758.86887535,1785882.32938004,2957641.19825539,20638
2020/10/16 00:00:00+00,2020,10,16,chokepoint9,Dover Strait,43,22,51,14,60,130,190,1085161.89664557,772722.277570293,167200.305776123,33376.454149123,1171951.59938761,2058460.93414111,3230412.53352872,20639
2020/10/17 00:00:00+00,2020,10,17,chokepoint9,Dover Strait,44,12,44,15,52,115,167,868020.9336957,274852.479012547,118274.111441584,37950.9112182925,909393.497411208,1299098.43536812,2208491.93277933,20640
2020/10/18 00:00:00+00,2020,10,18,chokepoint9,Dover Strait,36,13,47,14,59,110,169,1001792.79771199,340474.18848129,147060.765248812,38565.7334276152,1365241.76842127,1527893.48486971,2893135.25329098,20641
2020/10/19 00:00:00+00,2020,10,19,chokepoint9,Dover Strait,29,22,31,10,60,92,152,726172.067690815,1021133.38776636,73625.3450473564,7429.68618834029,1469739.6321011,1828360.48669287,3298100.11879398,20642
2020/10/20 00:00:00+00,2020,10,20,chokepoint9,Dover Strait,30,22,45,9,43,106,149,949480.817060736,913450.713070615,102561.907483067,18915.3667263704,1189538.9530677,1984408.80434079,3173947.75740849,20643
2020/10/21 00:00:00+00,2020,10,21,chokepoint9,Dover Strait,35,21,45,13,67,114,181,1238978.33279123,1062155.21548909,123993.545004661,33582.2992733169,741744.207708445,2458709.3925583,3200453.60026674,20644
2020/10/22 00:00:00+00,2020,10,22,chokepoint9,Dover Strait,38,25,37,12,42,112,154,849870.451024066,734325.490180992,106969.721180108,24135.4055014072,700749.531475998,1715301.06788657,2416050.59936257,20645
2020/10/23 00:00:00+00,2020,10,23,chokepoint9,Dover Strait,26,12,37,6,55,81,136,689778.279057612,750550.281460961,81411.4163456917,22614.2649013364,715646.808445087,1544354.2417656,2260001.05021069,20646
2020/10/24 00:00:00+00,2020,10,24,chokepoint9,Dover Strait,27,17,41,16,53,101,154,780089.554458148,556962.428635829,96576.8108346229,31033.5479978188,1366520.95683922,1464662.34192642,2831183.29876564,20647
2020/10/25 00:00:00+00,2020,10,25,chokepoint9,Dover Strait,33,31,44,9,50,117,167,992611.098193535,1239616.43358655,146219.205616034,15824.0124782145,909382.404781663,2394270.74987433,3303653.15465599,20648
2020/10/26 00:00:00+00,2020,10,26,chokepoint9,Dover Strait,30,16,35,13,55,94,149,682961.18595942,434559.765637474,91238.1936993225,30719.035141213,1140203.53175558,1239478.18043743,2379681.712193,20649
2020/10/27 00:00:00+00,2020,10,27,chokepoint9,Dover Strait,27,13,27,10,38,77,115,913209.39540042,672639.883065132,51388.4594985213,29559.5602517361,897518.889063699,1666797.29821581,2564316.18727951,20650
2020/10/28 00:00:00+00,2020,10,28,chokepoint9,Dover Strait,46,24,33,17,54,120,174,1221440.811544,1148396.65933794,120392.948615995,38300.6962531353,747015.225479123,2528531.11575107,3275546.34123019,20651
2020/10/29 00:00:00+00,2020,10,29,chokepoint9,Dover Strait,26,22,37,9,44,94,138,972914.170397069,832491.969461689,130342.228663077,35574.2825512764,660966.597449708,1971322.65107311,2632289.24852282,20652
2020/10/30 00:00:00+00,2020,10,30,chokepoint9,Dover Strait,30,19,44,4,47,97,144,662313.890477004,637557.479218566,112202.599398273,14067.7405304979,865884.96108131,1426141.70962434,2292026.67070565,20653
2020/10/31 00:00:00+00,2020,10,31,chokepoint9,Dover Strait,31,21,39,14,51,105,156,814968.475997815,682045.127534847,149747.658639187,32242.4806833636,1280893.07196718,1679003.74285521,2959896.81482239,20654
2020/11/01 00:00:00+00,2020,11,1,chokepoint9,Dover Strait,44,23,52,17,62,136,198,1023629.31835897,708908.444903083,183868.960188867,49431.26221316,1258648.44389035,1965837.98566408,3224486.42955443,20655
2020/11/02 00:00:00+00,2020,11,2,chokepoint9,Dover Strait,29,20,36,9,41,94,135,925570.202846207,883319.600970018,143363.386713953,13123.6853189668,793203.238643803,1965376.87584914,2758580.11449295,20656
2020/11/03 00:00:00+00,2020,11,3,chokepoint9,Dover Strait,22,16,40,13,49,91,140,436686.374587164,499990.593639851,109781.080637691,3979.9546587348,1054256.74547792,1050438.00352344,2104694.74900136,20657
2020/11/04 00:00:00+00,2020,11,4,chokepoint9,Dover Strait,33,27,30,15,64,105,169,1270806.07904508,924896.561117361,63731.4689307221,36419.2448789618,1345544.93807431,2295853.35397213,3641398.29204644,20658
2020/11/05 00:00:00+00,2020,11,5,chokepoint9,Dover Strait,32,22,47,10,61,111,172,688049.786209747,786155.933177038,126566.676547212,12463.3727219812,726936.6159872,1613235.76865598,2340172.38464318,20659
2020/11/06 00:00:00+00,2020,11,6,chokepoint9,Dover Strait,37,18,41,7,45,103,148,871189.799925771,648582.725224828,119210.429072531,15347.4785720425,1193302.35997575,1654330.43279517,2847632.79277092,20660
2020/11/07 00:00:00+00,2020,11,7,chokepoint9,Dover Strait,35,29,39,11,48,114,162,1005778.4776544,881241.844283557,81795.0641414024,36535.6087857563,1055196.28519327,2005350.99486512,3060547.28005838,20661
2020/11/08 00:00:00+00,2020,11,8,chokepoint9,Dover Strait,41,29,48,11,59,129,188,1004221.49371466,1028580.46794185,128037.243741954,15743.0757267728,1637258.30452385,2176582.28112523,3813840.58564909,20662
2020/11/09 00:00:00+00,2020,11,9,chokepoint9,Dover Strait,30,24,40,14,51,108,159,1020299.04562859,1069019.49935948,115793.901433144,28899.9218389473,884450.639836882,2234012.36826016,3118463.00809705,20663
2020/11/10 00:00:00+00,2020,11,10,chokepoint9,Dover Strait,19,18,38,14,50,89,139,504913.039351342,736871.29883382,145157.288389118,29217.4651229607,1217702.99125481,1416159.09169724,2633862.08295205,20664
2020/11/11 00:00:00+00,2020,11,11,chokepoint9,Dover Strait,28,28,45,11,49,112,161,752199.26369893,896867.49000932,169062.252333292,23435.0641743682,904221.256945958,1841564.07021591,2745785.32716187,20665
2020/11/12 00:00:00+00,2020,11,12,chokepoint9,Dover Strait,40,27,37,14,54,118,172,1217265.96760359,1323972.64803644,69838.9500179436,42552.0519942778,1231173.26130378,2653629.61765225,3884802.87895603,20666
2020/11/13 00:00:00+00,2020,11,13,chokepoint9,Dover Strait,39,24,45,13,70,121,191,682154.24425335,703282.22903178,105979.02679191,25322.7334643529,1344015.23713671,1516738.23354139,2860753.47067811,20667
2020/11/14 00:00:00+00,2020,11,14,chokepoint9,Dover Strait,33,26,31,15,65,105,170,822180.437401943,801737.746705309,111256.719508867,41774.1579210185,1296857.73983939,1776949.06153714,3073806.80137653,20668
2020/11/15 00:00:00+00,2020,11,15,chokepoint9,Dover Strait,30,18,32,16,53,96,149,843930.576024247,542403.33030161,72564.3377498026,41772.8040282624,725986.348888993,1500671.04810392,2226657.39699292,20669
2020/11/16 00:00:00+00,2020,11,16,chokepoint9,Dover Strait,34,16,38,7,47,95,142,945942.723192335,790422.349861612,90192.066714095,9436.10434753791,820010.16928401,1835993.24411558,2656003.41339959,20670
2020/11/17 00:00:00+00,2020,11,17,chokepoint9,Dover Strait,33,13,37,13,67,96,163,978083.589812553,708615.576196357,164068.38509748,25001.0839391453,1518048.7756596,1875768.63504553,3393817.41070514,20671
2020/11/18 00:00:00+00,2020,11,18,chokepoint9,Dover Strait,35,31,54,18,65,138,203,1023530.54531396,849524.286116709,131838.997311758,48991.0872625182,1091940.84633692,2053884.91600494,3145825.76234186,20672
2020/11/19 00:00:00+00,2020,11,19,chokepoint9,Dover Strait,40,31,45,14,57,130,187,1260781.54174465,916333.37317547,161549.927650823,20924.2917468519,700882.728180643,2359589.13431779,3060471.86249843,20673
2020/11/20 00:00:00+00,2020,11,20,chokepoint9,Dover Strait,28,17,39,15,45,99,144,457529.125213607,645976.169594775,103992.235084783,36433.0758026467,1075885.46197843,1243930.60569581,2319816.06767424,20674
2020/11/21 00:00:00+00,2020,11,21,chokepoint9,Dover Strait,30,27,51,12,53,120,173,957168.115914206,756624.336338957,127969.666279076,32313.466943841,753704.156841789,1874075.58547608,2627779.74231787,20675
2020/11/22 00:00:00+00,2020,11,22,chokepoint9,Dover Strait,45,15,37,12,69,109,178,1137882.64600104,478942.076598332,95751.1770452592,10763.8064657324,1543973.95970674,1723339.70611037,3267313.66581711,20676
2020/11/23 00:00:00+00,2020,11,23,chokepoint9,Dover Strait,31,9,51,10,56,101,157,748735.480520854,291220.040894768,131567.755073909,20166.2914149577,875208.718843145,1191689.56790449,2066898.28674763,20677
2020/11/24 00:00:00+00,2020,11,24,chokepoint9,Dover Strait,27,20,37,12,54,96,150,1027576.78681656,958550.523182514,109188.614269882,11031.1260727607,687110.515307122,2106347.05034172,2793457.56564884,20678
2020/11/25 00:00:00+00,2020,11,25,chokepoint9,Dover Strait,33,23,54,14,53,124,177,1003951.18991359,662959.368887556,157221.364643624,37399.4996475107,1377448.6040043,1861531.42309228,3238980.02709658,20679
2020/11/26 00:00:00+00,2020,11,26,chokepoint9,Dover Strait,35,25,44,14,52,118,170,934313.192538458,946686.000992637,120152.673677655,30406.9700571219,701697.146707694,2031558.83726587,2733255.98397357,20680
2020/11/27 00:00:00+00,2020,11,27,chokepoint9,Dover Strait,41,23,43,12,52,119,171,975801.570006896,665063.73752457,129998.747320822,29132.1181836241,1363792.72057108,1799996.17303591,3163788.89360699,20681
2020/11/28 00:00:00+00,2020,11,28,chokepoint9,Dover Strait,34,23,48,9,47,114,161,994869.072365224,872974.295501658,109992.614277556,17386.8097313238,1070703.1092077,1995222.79187576,3065925.90108346,20682
2020/11/29 00:00:00+00,2020,11,29,chokepoint9,Dover Strait,41,21,51,14,63,127,190,653340.710620513,657388.749414578,132059.510157951,41290.7987174589,1266556.42585399,1484079.7689105,2750636.19476449,20683
2020/11/30 00:00:00+00,2020,11,30,chokepoint9,Dover Strait,34,33,40,11,50,118,168,931569.732585522,1433014.84544357,140311.136127942,12905.8669634428,1306054.29577821,2517801.58112047,3823855.87689868,20684
2020/12/01 00:00:00+00,2020,12,1,chokepoint9,Dover Strait,30,17,30,11,42,88,130,933684.50972444,433822.371529196,63985.9703777512,14078.9996190553,698609.691988876,1445571.85125044,2144181.54323932,20685
2020/12/02 00:00:00+00,2020,12,2,chokepoint9,Dover Strait,39,22,47,15,55,123,178,955647.745281506,1027588.34288085,88204.3298958996,32872.152446583,1240845.47304171,2104312.57050484,3345158.04354654,20686
2020/12/03 00:00:00+00,2020,12,3,chokepoint9,Dover Strait,28,28,49,14,57,119,176,695981.391147216,987922.104393667,106792.486810171,50121.6106092366,930492.539925156,1840817.59296029,2771310.13288545,20687
2020/12/04 00:00:00+00,2020,12,4,chokepoint9,Dover Strait,40,20,34,13,52,107,159,1019964.30855801,598663.612687725,74378.3215515749,22412.184480966,1365192.26315883,1715418.42727827,3080610.6904371,20688
2020/12/05 00:00:00+00,2020,12,5,chokepoint9,Dover Strait,29,22,44,13,43,108,151,977068.362529438,961078.10628324,123156.540313753,37218.2391465692,993678.397768005,2098521.248273,3092199.646041,20689
2020/12/06 00:00:00+00,2020,12,6,chokepoint9,Dover Strait,30,15,40,2,36,87,123,707458.027392064,770066.925051624,115643.441185662,2483.23336758314,475042.396639717,1595651.62699693,2070694.02363665,20690
2020/12/07 00:00:00+00,2020,12,7,chokepoint9,Dover Strait,24,14,33,9,58,80,138,549519.421490602,520314.249708341,65326.7114450466,29011.7476714316,905537.76800465,1164172.13031542,2069709.89832007,20691
2020/12/08 00:00:00+00,2020,12,8,chokepoint9,Dover Strait,39,16,32,9,56,96,152,1181683.1786951,566368.982819702,147004.643279383,21969.2703362091,1280525.54115935,1917026.0751304,3197551.61628974,20692
2020/12/09 00:00:00+00,2020,12,9,chokepoint9,Dover Strait,32,25,42,14,50,113,163,995969.971228823,968137.518696737,86000.7183387052,31664.5464267427,1484128.92600697,2081772.75469101,3565901.68069797,20693
2020/12/10 00:00:00+00,2020,12,10,chokepoint9,Dover Strait,36,31,41,15,44,123,167,991352.267173662,1293659.81971272,143830.578067701,44825.1544982065,815059.96277172,2473667.81945229,3288727.78222401,20694
2020/12/11 00:00:00+00,2020,12,11,chokepoint9,Dover Strait,35,31,52,13,55,131,186,1349620.90647703,1693295.9802485,191768.33827922,33568.0270400607,783750.351269522,3268253.25204481,4052003.60331433,20695
2020/12/12 00:00:00+00,2020,12,12,chokepoint9,Dover Strait,29,27,46,15,53,117,170,579060.321865147,1005557.97795622,91938.4594972462,39843.6319276008,1280498.08334804,1716400.39124621,2996898.47459425,20696
2020/12/13 00:00:00+00,2020,12,13,chokepoint9,Dover Strait,34,27,31,9,38,101,139,738838.075496011,938332.815320371,129656.381043653,15657.2498774377,539829.616868549,1822484.52173747,2362314.13860602,20697
2020/12/14 00:00:00+00,2020,12,14,chokepoint9,Dover Strait,35,11,36,11,71,93,164,821632.872135872,698057.084195661,129680.205487722,17533.88860636,1196920.64121764,1666904.05042561,2863824.69164325,20698
2020/12/15 00:00:00+00,2020,12,15,chokepoint9,Dover Strait,30,20,29,14,60,93,153,953549.322109526,722942.354992705,56913.0825794854,29444.625666961,880485.057148884,1762849.38534868,2643334.44249756,20699
2020/12/16 00:00:00+00,2020,12,16,chokepoint9,Dover Strait,25,23,31,11,53,90,143,674799.986781845,707180.762135813,73126.9845088236,19684.7403381977,1372696.6382654,1474792.47376468,2847489.11203008,20700
2020/12/17 00:00:00+00,2020,12,17,chokepoint9,Dover Strait,30,16,50,12,47,108,155,814889.999657535,544686.645948333,134620.96226354,21068.8387418417,914574.475916617,1515266.44661125,2429840.92252787,20701
2020/12/18 00:00:00+00,2020,12,18,chokepoint9,Dover Strait,45,32,48,11,54,136,190,1040745.94275461,1277275.97518974,125281.738985624,15207.3339481066,1336160.32272692,2458510.99087808,3794671.31360499,20702
2020/12/19 00:00:00+00,2020,12,19,chokepoint9,Dover Strait,27,25,45,21,63,118,181,582484.576227977,987546.871747432,119202.522421522,41376.1821894468,1315833.32657045,1730610.15258638,3046443.47915682,20703
2020/12/20 00:00:00+00,2020,12,20,chokepoint9,Dover Strait,25,25,40,9,52,99,151,495482.246702055,1037272.66624136,98549.2826658928,19854.760088461,865736.548571651,1651158.95569777,2516895.50426942,20704
2020/12/21 00:00:00+00,2020,12,21,chokepoint9,Dover Strait,41,17,39,8,56,105,161,1122032.25027525,653196.131004248,154150.725604054,16729.1285187825,812428.89064435,1946108.23540234,2758537.12604669,20705
2020/12/22 00:00:00+00,2020,12,22,chokepoint9,Dover Strait,30,15,35,12,59,92,151,764631.391614997,520314.172061196,82347.1046994954,41976.9035339928,883214.900292149,1409269.57190968,2292484.47220183,20706
2020/12/23 00:00:00+00,2020,12,23,chokepoint9,Dover Strait,29,17,48,8,50,102,152,945524.624713183,664280.815993676,110671.150184368,24280.9864913812,1120863.31055081,1744757.57738261,2865620.88793342,20707
2020/12/24 00:00:00+00,2020,12,24,chokepoint9,Dover Strait,36,19,39,9,35,103,138,889151.778363219,773860.010451177,118321.545876514,14938.8641497327,818880.932740969,1796272.19884064,2615153.13158161,20708
2020/12/25 00:00:00+00,2020,12,25,chokepoint9,Dover Strait,35,21,36,14,51,106,157,1151182.93170928,637121.607724666,108217.634573563,26701.2453350165,864756.708906972,1923223.41934253,2787980.1282495,20709
2020/12/26 00:00:00+00,2020,12,26,chokepoint9,Dover Strait,26,11,31,11,52,79,131,575118.858875064,526961.900615641,113062.357346773,29626.2926912411,1091852.35435472,1244769.40952872,2336621.76388344,20710
2020/12/27 00:00:00+00,2020,12,27,chokepoint9,Dover Strait,27,22,38,7,47,94,141,835074.516272299,863320.908509061,96333.6885264713,21633.54940256,1119347.17130997,1816362.66271039,2935709.83402036,20711
2020/12/28 00:00:00+00,2020,12,28,chokepoint9,Dover Strait,21,10,31,11,64,73,137,482268.916623116,303774.7634634,73946.9502030761,24469.6031364822,1904042.20082939,884460.233426074,2788502.43425546,20712
2020/12/29 00:00:00+00,2020,12,29,chokepoint9,Dover Strait,20,14,23,7,33,64,97,683132.887724221,381810.698459208,66286.262674901,5429.62813610889,575944.919649855,1136659.47699444,1712604.39664429,20713
2020/12/30 00:00:00+00,2020,12,30,chokepoint9,Dover Strait,26,12,30,14,47,82,129,814953.336436404,592013.318028206,80345.4013188027,37165.4085437206,993897.06771629,1524477.46432713,2518374.53204342,20714
2020/12/31 00:00:00+00,2020,12,31,chokepoint9,Dover Strait,31,10,49,13,44,103,147,940005.50579768,409277.657317115,130008.255863798,42971.236168747,443703.770594807,1522262.65514734,1965966.42574215,20715
2021/01/01 00:00:00+00,2021,1,1,chokepoint9,Dover Strait,30,22,36,5,55,93,148,823828.694707611,970604.855508319,119875.629432631,11453.6673043858,1390378.06900943,1925762.84695295,3316140.91596237,20716
2021/01/02 00:00:00+00,2021,1,2,chokepoint9,Dover Strait,42,33,52,8,64,135,199,972220.808799408,1093574.21213883,142155.802835537,14302.1477902372,1528776.64381639,2222252.97156401,3751029.6153804,20717
2021/01/03 00:00:00+00,2021,1,3,chokepoint9,Dover Strait,35,22,41,8,53,106,159,1025377.95750984,904697.996740381,81615.2146692841,23769.3658115571,1440330.42350508,2035460.53473107,3475790.95823615,20718
2021/01/04 00:00:00+00,2021,1,4,chokepoint9,Dover Strait,29,27,26,14,62,96,158,903611.241917894,882975.400310126,100335.186933847,13853.2019885227,1171237.40432879,1900775.03115039,3072012.43547917,20719
2021/01/05 00:00:00+00,2021,1,5,chokepoint9,Dover Strait,29,20,33,12,50,94,144,855590.954146264,822622.409886383,81914.9567472215,13788.6971743291,996679.039659073,1773917.0179542,2770596.05761327,20720
2021/01/06 00:00:00+00,2021,1,6,chokepoint9,Dover Strait,38,24,48,10,55,120,175,809657.665352945,1130111.22169834,128525.449351461,17341.2169722916,908240.571708876,2085635.55337503,2993876.12508391,20721
2021/01/07 00:00:00+00,2021,1,7,chokepoint9,Dover Strait,29,15,47,11,53,102,155,558284.24822403,456645.832702189,120138.423372079,9300.29054799842,821228.143192657,1144368.7948463,1965596.93803895,20722
2021/01/08 00:00:00+00,2021,1,8,chokepoint9,Dover Strait,39,23,48,14,49,124,173,1368220.20830151,996121.567866827,122776.469186664,42157.5555952142,1190215.25799802,2529275.80095022,3719491.05894824,20723
2021/01/09 00:00:00+00,2021,1,9,chokepoint9,Dover Strait,36,19,44,13,49,112,161,735869.018205935,827338.802931464,111843.793650819,34336.9836287563,651133.434536984,1709388.59841697,2360522.03295396,20724
2021/01/10 00:00:00+00,2021,1,10,chokepoint9,Dover Strait,40,24,41,14,50,119,169,861676.955107109,830235.336689116,120060.096453814,19176.5793163017,1168652.9051945,1831148.96756634,2999801.87276084,20725
